date;Rigidity_Public_Health;curfew;domestic_travel_restrictions;restaurants_closures;sporting_events;election_postponed;bans_mass_gatherings;travel_restrictions;domestic_lockdown;public_testing;emergency_state;enhanced_surveillance;schools_closures;mask_mandates;export_support;tax_cuts;cash_transfers;tax_delays;rate_cuts;wage_support;credit_schemes;Economic_Interventions
17/06/2020;.3966203;.2261306;.2211055;.2135678;.4849246;.6597222;.6507538;.6030151;.1080402;.3718593;.4271357;.1708543;.6547619;.5555556;.2828283;.5353535;.5757576;.5757576;.6969697;.5757576;.540404;.5404041
18/06/2020;.3954285;.218593;.218593;.2035176;.4849246;.6597222;.6507538;.6030151;.1080402;.3743719;.4271357;.1733668;.6547619;.5555556;.2828283;.5353535;.5757576;.5757576;.6969697;.5757576;.540404;.5404041
19/06/2020;.3958634;.2236181;.218593;.2035176;.4849246;.6597222;.6507538;.6030151;.1080402;.3743719;.4271357;.1733668;.6547619;.5555556;.2828283;.5353535;.5757576;.5757576;.6969697;.5757576;.540404;.5404041
20/06/2020;.3954065;.2236181;.2135678;.2035176;.4849246;.6597222;.6507538;.6030151;.1080402;.3743719;.4271357;.1733668;.6547619;.5555556;.2828283;.5353535;.5757576;.5757576;.6969697;.5757576;.540404;.5404041
21/06/2020;.3947784;.218593;.2135678;.2035176;.4849246;.6597222;.6457286;.6030151;.1080402;.3768844;.4271357;.1733668;.6547619;.5555556;.2828283;.5353535;.5757576;.5707071;.6969697;.5757576;.540404;.5396826
22/06/2020;.3925718;.2160804;.2085427;.1984925;.4773869;.6597222;.6457286;.5954774;.1130653;.3768844;.4221106;.1733668;.6547619;.5555556;.2828283;.5353535;.5757576;.5707071;.6969697;.5757576;.540404;.5396826
23/06/2020;.3921853;.2160804;.2085427;.1984925;.4773869;.650685;.6457286;.5929648;.1155779;.379397;.4170854;.1733668;.6547619;.5555556;.2828283;.5353535;.5757576;.5707071;.6969697;.5757576;.5454546;.5404041
24/06/2020;.3905424;.2160804;.2035176;.1934673;.4773869;.6418919;.6457286;.5929648;.1155779;.379397;.4120603;.1733668;.6523809;.5555556;.2828283;.540404;.5808081;.5757576;.6969697;.5757576;.5454546;.5425686
25/06/2020;.3903009;.2160804;.2035176;.1959799;.4773869;.6418919;.6457286;.5929648;.1105528;.3819095;.4120603;.1733668;.65;.5555556;.2828283;.540404;.5808081;.5757576;.6969697;.5757576;.5454546;.5425686
26/06/2020;.3898821;.2160804;.2035176;.1959799;.4773869;.6418919;.6457286;.5929648;.1105528;.3819095;.4070352;.1733668;.65;.5555556;.2828283;.540404;.5808081;.5757576;.6969697;.5757576;.5454546;.5425686
27/06/2020;.3896083;.2160804;.2035176;.1959799;.4773869;.6333333;.6457286;.5904523;.1105528;.3819095;.4070352;.1733668;.65;.5555556;.2828283;.540404;.5808081;.5757576;.6969697;.5757576;.5454546;.5425686
28/06/2020;.3896083;.2160804;.2035176;.1959799;.4773869;.6333333;.6457286;.5904523;.1105528;.3819095;.4070352;.1733668;.65;.5555556;.2828283;.540404;.5808081;.5757576;.6969697;.5757576;.5454546;.5425686
29/06/2020;.3883359;.218593;.2035176;.1959799;.4773869;.6333333;.6482412;.580402;.1105528;.3819095;.4070352;.1733668;.6404762;.5555556;.2828283;.5454546;.5808081;.5757576;.6969697;.5757576;.5454546;.5432901
30/06/2020;.3875789;.218593;.201005;.1884422;.4773869;.6333333;.6532663;.5753769;.1130653;.3819095;.4070352;.1733668;.6380953;.5555556;.2828283;.5454546;.5808081;.5757576;.6969697;.5757576;.5454546;.5432901
01/07/2020;.3780924;.2135678;.1809045;.1809045;.4773869;.6333333;.6407035;.5552764;.1080402;.3819095;.361809;.1733668;.6333333;.5604396;.2828283;.5454546;.5808081;.5757576;.6969697;.5707071;.5454546;.5425686
02/07/2020;.3737598;.2135678;.1708543;.1758794;.4773869;.6333333;.6407035;.5326633;.1080402;.3819095;.3467337;.1733668;.6333333;.5604396;.2828283;.5454546;.5808081;.5757576;.6919192;.5707071;.5454546;.5418471
03/07/2020;.3739692;.2135678;.1708543;.1758794;.4773869;.6333333;.6407035;.5326633;.1105528;.3819095;.3467337;.1733668;.6333333;.5604396;.2828283;.5454546;.5808081;.5757576;.6919192;.5707071;.5454546;.5418471
04/07/2020;.3742137;.2135678;.1708543;.1758794;.4773869;.625;.6407035;.5326633;.1130653;.3844221;.3467337;.1733668;.6333333;.5604396;.2828283;.5454546;.5808081;.5757576;.6919192;.5707071;.5454546;.5418471
05/07/2020;.3744553;.2135678;.1708543;.1733668;.4773869;.625;.6407035;.5351759;.1155779;.3844221;.3467337;.1733668;.6333333;.5604396;.2828283;.5454546;.5808081;.5757576;.6919192;.5707071;.5454546;.5418471
06/07/2020;.3735827;.2160804;.1633166;.1733668;.4773869;.625;.6407035;.5276382;.120603;.3844221;.3467337;.1733668;.6309524;.5604396;.2828283;.5454546;.5808081;.5707071;.6919192;.5707071;.5454546;.5411255
07/07/2020;.3733894;.2160804;.160804;.1733668;.4773869;.625;.6407035;.5276382;.120603;.3844221;.3467337;.1733668;.6309524;.5604396;.2828283;.5454546;.5808081;.5707071;.6919192;.5707071;.5454546;.5411255
08/07/2020;.3725841;.2085427;.160804;.1733668;.4773869;.625;.6407035;.5276382;.1180905;.3844221;.3467337;.1733668;.6309524;.5604396;.2828283;.5454546;.5808081;.5707071;.6919192;.5707071;.5454546;.5411255
09/07/2020;.3720042;.2085427;.160804;.1733668;.4773869;.625;.6407035;.5276382;.1155779;.3844221;.3417085;.1733668;.6309524;.5604396;.2828283;.5454546;.5808081;.5707071;.6919192;.5707071;.5454546;.5411255
10/07/2020;.3722781;.2085427;.160804;.1733668;.4773869;.6168831;.6407035;.5276382;.120603;.3844221;.3366834;.1733668;.6357143;.5604396;.2828283;.5454546;.5808081;.5707071;.6919192;.5707071;.5454546;.5411255
11/07/2020;.3705869;.2035176;.1557789;.1733668;.4723618;.6168831;.6356784;.5276382;.120603;.3844221;.3366834;.1733668;.6357143;.5604396;.2828283;.5454546;.5808081;.5707071;.6919192;.5707071;.5454546;.5411255
12/07/2020;.3707641;.2085427;.1557789;.1733668;.4723618;.6168831;.6356784;.5276382;.120603;.3844221;.3341708;.1733668;.6357143;.5604396;.2828283;.5454546;.5808081;.5707071;.6919192;.5707071;.5454546;.5411255
13/07/2020;.3701521;.2035176;.1557789;.1758794;.4748744;.6168831;.6356784;.5276382;.120603;.3844221;.3291457;.1733668;.6333333;.5604396;.2828283;.5454546;.5808081;.5707071;.6919192;.5707071;.5454546;.5411255
14/07/2020;.3695561;.2035176;.1557789;.1733668;.4748744;.6168831;.6356784;.522613;.1256281;.3844221;.3241206;.1733668;.6333333;.5604396;.2828283;.5454546;.5808081;.5707071;.6919192;.5707071;.5454546;.5411255
15/07/2020;.3689602;.2035176;.1557789;.1733668;.4748744;.6168831;.6356784;.5201005;.1256281;.3844221;.3190955;.1733668;.6333333;.5604396;.2828283;.5454546;.5808081;.5707071;.6919192;.5707071;.5454546;.5411255
